query_name,parent_smiles,inchi_key,inchikey_block,cardiotox_label,DICT_Concern,pert_id,sig_ids,match_method
APREMILAST,CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,IMOZEMNVLZVGJZ,0,no,BRD-K93208532,['REP.A027_HA1E_24H:D01'],inchikey
TIPRANAVIR,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,SUJUHGSWHZTSEU-FYBSXPHGSA-N,SUJUHGSWHZTSEU,0,no,BRD-A10039652,['REP.A005_HA1E_24H:K01'],name_stripped
VALRUBICIN,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,ZOCKGBMQLCSHFP-KQRAQHLDSA-N,ZOCKGBMQLCSHFP,0,no,BRD-K72951360,['REP.A023_HA1E_24H:O13'],inchikey
IVERMECTIN,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@]4(O)[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,CCNVFFXHYWBOGH-XLEFBCLLSA-N,CCNVFFXHYWBOGH,1,less,BRD-A48570745,['REP.A019_HA1E_24H:J19'],name_stripped
COBICISTAT,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,ZCIGNRJZKPOIKD-CQXVEOKZSA-N,ZCIGNRJZKPOIKD,0,no,BRD-K51040301,['REP.A007_HA1E_24H:O19'],inchikey
FAMOTIDINE,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,XUFQPHANEAPEMJ-UHFFFAOYSA-N,XUFQPHANEAPEMJ,1,less,BRD-K00673382,['REP.A012_HA1E_24H:D19'],inchikey
DIFLUNISAL,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,HUPFGZXOMWLGNK-UHFFFAOYSA-N,HUPFGZXOMWLGNK,1,most,BRD-K22031190,['REP.A004_HA1E_24H:G07'],inchikey
IFOSFAMIDE,O=P1(NCCCl)OCCCN1CCCl,HOMGKSMUEGBAAB-UHFFFAOYSA-N,HOMGKSMUEGBAAB,1,most,BRD-A67097164,['REP.A018_HA1E_24H:P01'],inchikey
Venetoclax,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,LQBVNQSMGBZMKD-UHFFFAOYSA-N,LQBVNQSMGBZMKD,0,no,BRD-K62391742,['REP.A017_HA1E_24H:G01'],inchikey
MOXIDECTIN,CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,YZBLFMPOMVTDJY-LSGXYNIPSA-N,YZBLFMPOMVTDJY,1,less,BRD-K61988078,['REP.A017_HA1E_24H:N13'],inchikey
CLONAZEPAM,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,DGBIGWXXNGSACT-UHFFFAOYSA-N,DGBIGWXXNGSACT,1,less,BRD-K38183498,['REP.A013_HA1E_24H:D19'],inchikey
NIMODIPINE,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,UIAGMCDKSXEBJQ,1,less,BRD-A58048407,['REP.A015_HA1E_24H:G19'],inchikey
SILDENAFIL,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,BNRNXUUZRGQAQC-UHFFFAOYSA-N,BNRNXUUZRGQAQC,1,less,BRD-K79759585,['REP.A024_HA1E_24H:O19'],inchikey
METHYLDOPA,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,CJCSPKMFHVPWAR-JTQLQIEISA-N,CJCSPKMFHVPWAR,1,less,BRD-K48578705,['REP.A020_HA1E_24H:M19'],inchikey
ZIDOVUDINE,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,HBOMLICNUCNMMY-XLPZGREQSA-N,HBOMLICNUCNMMY,1,less,BRD-A33692381,['REP.A009_HA1E_24H:M19'],inchikey
LONAFARNIB,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,DHMTURDWPRKSOA-RUZDIDTESA-N,DHMTURDWPRKSOA,1,less,BRD-K41599323,['REP.A014_HA1E_24H:P13'],inchikey
LORATADINE,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,JCCNYMKQOSZNPW-UHFFFAOYSA-N,JCCNYMKQOSZNPW,0,no,BRD-K82795137,['REP.A021_HA1E_24H:G07'],inchikey
RANITIDINE,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,VMXUWOKSQNHOCA-UHFFFAOYSA-N,VMXUWOKSQNHOCA,1,less,BRD-K70505054,['REP.A023_HA1E_24H:I07'],inchikey
EPLERENONE,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,JUKPWJGBANNWMW-VWBFHTRKSA-N,JUKPWJGBANNWMW,1,less,BRD-K19761926,['REP.A006_HA1E_24H:F01'],inchikey
Tizanidine,Clc1ccc2nsnc2c1NC1=NCCN1,XFYDIVBRZNQMJC-UHFFFAOYSA-N,XFYDIVBRZNQMJC,1,less,BRD-K06335600,['REP.A011_HA1E_24H:J01'],inchikey
CIMETIDINE,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,AQIXAKUUQRKLND-UHFFFAOYSA-N,AQIXAKUUQRKLND,1,less,BRD-K34157611,['REP.A009_HA1E_24H:O13'],inchikey
PROBENECID,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,DBABZHXKTCFAPX-UHFFFAOYSA-N,DBABZHXKTCFAPX,0,no,BRD-K95237249,['REP.A028_HA1E_24H:J07'],inchikey
FELODIPINE,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,RZTAMFZIAATZDJ-UHFFFAOYSA-N,RZTAMFZIAATZDJ,1,less,BRD-A30815329,['REP.A009_HA1E_24H:G07'],inchikey
Fomepizole,Cc1cn[nH]c1,RIKMMFOAQPJVMX-UHFFFAOYSA-N,RIKMMFOAQPJVMX,1,less,BRD-K56810756,['REP.A015_HA1E_24H:F01'],inchikey
VORINOSTAT,O=C(CCCCCCC(=O)Nc1ccccc1)NO,WAEXFXRVDQXREF-UHFFFAOYSA-N,WAEXFXRVDQXREF,1,less,BRD-K81418486,"['LJP007_HA1E_24H:A03', 'LJP008_HA1E_24H:A03', 'LJP008_HA1E_24H:G07', 'LJP009_HA1E_24H:A03']",inchikey
LETERMOVIR,COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,FWYSMLBETOMXAG-QHCPKHFHSA-N,FWYSMLBETOMXAG,1,less,BRD-K94288301,['REP.A027_HA1E_24H:L07'],inchikey
LACOSAMIDE,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,VPPJLAIAVCUEMN-GFCCVEGCSA-N,VPPJLAIAVCUEMN,1,most,BRD-K68232650,['REP.A023_HA1E_24H:C01'],inchikey
RUFINAMIDE,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,POGQSBRIGCQNEG-UHFFFAOYSA-N,POGQSBRIGCQNEG,1,less,BRD-K20079257,['REP.A006_HA1E_24H:F19'],inchikey
DECITABINE,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,XAUDJQYHKZQPEU-KVQBGUIXSA-N,XAUDJQYHKZQPEU,1,less,BRD-K79254416,"['LJP008_HA1E_24H:M13', 'REP.A022_HA1E_24H:B19']",inchikey
VARDENAFIL,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,SECKRCOLJRRGGV-UHFFFAOYSA-N,SECKRCOLJRRGGV,1,most,BRD-K13926615,['REP.A010_HA1E_24H:I13'],inchikey
CRIZOTINIB,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,KTEIFNKAUNYNJU-GFCCVEGCSA-N,KTEIFNKAUNYNJU,1,most,BRD-K78431006,"['LJP005_HA1E_24H:A19', 'REP.A024_HA1E_24H:N01']",inchikey
TACROLIMUS,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,QJJXYPPXXYFBGM-LFZNUXCKSA-N,QJJXYPPXXYFBGM,1,most,BRD-A96754982,['REP.A028_HA1E_24H:N07'],inchikey
FLUMAZENIL,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,OFBIFZUFASYYRE-UHFFFAOYSA-N,OFBIFZUFASYYRE,1,most,BRD-K98769987,['REP.A026_HA1E_24H:M01'],inchikey
paclitaxel,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,RCINICONZNJXQF-MZXODVADSA-N,RCINICONZNJXQF,1,less,BRD-A28746609,['REP.A009_HA1E_24H:H19'],inchikey
LISINOPRIL,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,RLAWWYSOJDYHDC-BZSNNMDCSA-N,RLAWWYSOJDYHDC,1,less,BRD-K67966701,['REP.A023_HA1E_24H:A13'],inchikey
AMANTADINE,NC12CC3CC(CC(C3)C1)C2,DKNWSYNQZKUICI-UHFFFAOYSA-N,DKNWSYNQZKUICI,1,less,BRD-K70330367,['REP.A022_HA1E_24H:E19'],inchikey
Calcitriol,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,GMRQFYUYWCNGIN-NKMMMXOESA-N,GMRQFYUYWCNGIN,1,less,BRD-K28731095,['REP.A001_HA1E_24H:I13'],inchikey
INDAPAMIDE,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,NDDAHWYSQHTHNT-UHFFFAOYSA-N,NDDAHWYSQHTHNT,1,less,BRD-A95869247,['REP.A027_HA1E_24H:G01'],inchikey
EVEROLIMUS,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,HKVAMNSJSFKALM-GKUWKFKPSA-N,HKVAMNSJSFKALM,1,less,BRD-K13154216,['REP.A010_HA1E_24H:H01'],inchikey
TICAGRELOR,CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,OEKWJQXRCDYSHL-FNOIDJSQSA-N,OEKWJQXRCDYSHL,1,most,BRD-K44974079,['REP.A019_HA1E_24H:A19'],inchikey
RANOLAZINE,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,XKLMZUWKNUAPSZ-UHFFFAOYSA-N,XKLMZUWKNUAPSZ,1,most,BRD-A97674275,['REP.A027_HA1E_24H:J19'],inchikey
FUROSEMIDE,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,ZZUFCTLCJUWOSV-UHFFFAOYSA-N,ZZUFCTLCJUWOSV,1,less,BRD-K78010432,['REP.A024_HA1E_24H:K13'],inchikey
BEXAROTENE,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,NAVMQTYZDKMPEU-UHFFFAOYSA-N,NAVMQTYZDKMPEU,1,less,BRD-K92441787,['REP.A028_HA1E_24H:A13'],inchikey
FOLIC ACID,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,OVBPIULPVIDEAO-LBPRGKRZSA-N,OVBPIULPVIDEAO,0,no,BRD-K18673820,['REP.A002_HA1E_24H:O19'],inchikey
KETOPROFEN,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,DKYWVDODHFEZIM-UHFFFAOYSA-N,DKYWVDODHFEZIM,1,most,BRD-A97739905,['REP.A027_HA1E_24H:O13'],inchikey
LENVATINIB,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,WOSKHXYHFSIKNG-UHFFFAOYSA-N,WOSKHXYHFSIKNG,1,most,BRD-K39974922,['REP.A013_HA1E_24H:G01'],inchikey
Exemestane,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,BFYIZQONLCFLEV-DAELLWKTSA-N,BFYIZQONLCFLEV,1,less,BRD-A73741725,['REP.A024_HA1E_24H:A19'],inchikey
OMEPRAZOLE,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,SUBDBMMJDZJVOS-UHFFFAOYSA-N,SUBDBMMJDZJVOS,1,less,BRD-A55962179,['REP.A014_HA1E_24H:B07'],inchikey
Cladribine,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,PTOAARAWEBMLNO-KVQBGUIXSA-N,PTOAARAWEBMLNO,1,most,BRD-K93034159,['REP.A027_HA1E_24H:K01'],inchikey
NEVIRAPINE,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,NQDJXKOVJZTUJA-UHFFFAOYSA-N,NQDJXKOVJZTUJA,0,no,BRD-K15502390,['REP.A002_HA1E_24H:A07'],inchikey
OLANZAPINE,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,KVWDHTXUZHCGIO-UHFFFAOYSA-N,KVWDHTXUZHCGIO,1,less,BRD-K18895904,['REP.A006_HA1E_24H:A07'],inchikey
CILOSTAZOL,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,RRGUKTPIGVIEKM-UHFFFAOYSA-N,RRGUKTPIGVIEKM,1,most,BRD-K67017579,['REP.A017_HA1E_24H:L13'],inchikey
ARGATROBAN,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,KXNPVXPOPUZYGB-IOVMHBDKSA-N,KXNPVXPOPUZYGB,1,less,BRD-A10012892,['REP.A005_HA1E_24H:J19'],inchikey
suvorexant,Cc1ccc(-n2nccn2)c(C(=O)N2CCN(c3nc4cc(Cl)ccc4o3)CC[C@H]2C)c1,JYTNQNCOQXFQPK-MRXNPFEDSA-N,JYTNQNCOQXFQPK,1,less,BRD-K94293891,['REP.A028_HA1E_24H:H13'],inchikey
NELARABINE,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,IXOXBSCIXZEQEQ-UHTZMRCNSA-N,IXOXBSCIXZEQEQ,0,no,BRD-K84466663,['REP.A020_HA1E_24H:D01'],inchikey
VISMODEGIB,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,BPQMGSKTAYIVFO-UHFFFAOYSA-N,BPQMGSKTAYIVFO,0,no,BRD-K44827188,['REP.A017_HA1E_24H:D01'],inchikey
DICLOFENAC,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,DCOPUUMXTXDBNB-UHFFFAOYSA-N,DCOPUUMXTXDBNB,1,most,BRD-K08252256,['REP.A005_HA1E_24H:C07'],inchikey
ISRADIPINE,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,HMJIYCCIJYRONP-UHFFFAOYSA-N,HMJIYCCIJYRONP,1,less,BRD-A90799790,['REP.A025_HA1E_24H:D01'],inchikey
ATOVAQUONE,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,KUCQYCKVKVOKAY-CTYIDZIISA-N,KUCQYCKVKVOKAY,0,no,BRD-A19795905,['REP.A006_HA1E_24H:E07'],name_stripped
METOLAZONE,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,AQCHWTWZEMGIFD-UHFFFAOYSA-N,AQCHWTWZEMGIFD,1,less,BRD-A61793559,['REP.A017_HA1E_24H:M13'],inchikey
DISULFIRAM,CCN(CC)C(=S)SSC(=S)N(CC)CC,AUZONCFQVSMFAP-UHFFFAOYSA-N,AUZONCFQVSMFAP,0,no,BRD-K32744045,['REP.A003_HA1E_24H:E19'],inchikey
COLCHICINE,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,IAKHMKGGTNLKSZ-INIZCTEOSA-N,IAKHMKGGTNLKSZ,0,no,BRD-K00259736,['REP.A012_HA1E_24H:A19'],inchikey
cytarabine,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,UHDGCWIWMRVCDJ-CCXZUQQUSA-N,UHDGCWIWMRVCDJ,1,less,BRD-K33106058,['REP.A009_HA1E_24H:M07'],inchikey
bumetanide,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,MAEIEVLCKWDQJH-UHFFFAOYSA-N,MAEIEVLCKWDQJH,1,less,BRD-K38197229,['REP.A014_HA1E_24H:M07'],inchikey
